LABEL,sentances
1,@ashdonaldson I'll look out for you and plonk opp  I'm hoping @sophystar has a nice spare room at the Cumberland should I need it 
1,@huwstephens i will have mne some of that! This twitter is useful after all 
1,#seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day 
1,Baby got back 
0,Is stiiilllll ill  BUT
0,Someone broke into my car last night.  Broke out the side window.  
1,But it keeps us fair 
0,@Mahogany85 I would have but I feel asleep 
0,Another late night this time researching dissertation topics. Don't think i'll have one for friday 
1,@dexterouslady the next best thing other than being bored is being bored and being able to share it with people on twitter.... 
0,Time to head back home. My business here is done. 
0,is gutted at the prison break ending 
0,So sad when my playlists don't fit - Baby has needed a new ipod for the longest time.. One that actually holds all my songs!!! 
1,going to church  with Toni
1,Twitpic  comes in handy. 
1,Hahaha I love &quot;the soup&quot; it's great 
0,"dude if ya cant get ur money back. on the ticket or even sell it, ill send the money over. im gutted i cant go "
1,i'm going to take me dog yogi out for a liitle walk then sunbath in me back garden till 4pm then get ready for work. my day is al planned 
0,Looks like someone has a case of the Mondays.  Back to work 
1,@Dekkerd509 haha maybe because she is fabulous. 
1,WHY SO SERIOUS?  Hahahaaa
1,Get into it! http://www.modelhomeproject.com/ Big things coming   Missing my tweeps but more to come so stay posted!!
1,I cant wait for The Daily Show tonight 
1,"@steveplunkett  Hey, I need a car too. I'll dm you my address. "
0,"@SaschaIllyvich i guess that means you didn't beta-read either of my stories, huh? "
0,"Everyone at the N&amp;N is lovely, but why don't doctors ever look like they do on the Telly "
0,I love music so much that i've gone through pain to play :S my sides of my fingers now are peeling and have blisters from playing so much 
1,@themacgirl no place like it.  sing some 'my old ky home' and you will feel better 
1,flight back to NY tonight aka flight back to WORK. best vacation by far 
1,"BANK! woo woo, love working friday nights  workign again in the morning."
1,"Omg,its a the holidays.and im already missin u guys!  hugs!"
0,@CarMaKi  you missed the zombie walk...always next year though right!?
1,Happy Mother's Day to all of the mothers and mothers-to-be  My mom is getting a special gift from me today 
0,My heart is sad for Rob 
1,so pure and soft..  ? http://blip.fm/~6st7k
1,At themovies.... Hope a really cut guy sits by me 
1,@HCCMorrisville A Vegas men's retreat. What a great idea! 
0,dreads going back to sch next wk! Long days ahead from 8-5 daily 
1,@CatRocketship Ball and chain?  Shrew?  Partner?  Governor?  All of these apply to you 
1,"@Lisaherrity fan feffing tastic!!! Amazing show, full circus acts as well, pics to follow on fb and vids on ye old YouTube "
0,hope Dot don't die in Eastenders.. 
1,Almost 50 followers! Two more and then I will have a twiparty. 
0,hayfever sufferers i feel your pain  today i not a good day for us lol
0,Just spilled my m&amp;m's everywhere 
1,@Julio_N you lost that title.. you are a poophead 
0,@MissPear I hear ya. I can't sleep either. Fucking sun. 
1,@_lucy_joy I no was unreal! Haha I would love that! Definately go vixens 
0,Offiicially broke 
0,@MazzieZ If only it were that easy 
0,"Workin the election, driving round checking on judges and eqip... sick. So much more fun when healthy. "
1,@dragonflylsu YAY payday for me too!  I was *just* looking at a sushi menu for dinner on my way home  
0,@jasmine_pie jazzyyyyyy! i miss you  xox
1,Already used MyBbWorld to make a #bbworld09 itinerary?  Check it   Lots of updates this week (always happens a month before the event!)
1,@markhundley @DCLew2 @ToddBrink   Morning!!!! ... glad y'all are well!   I think I have some fun news.... next &quot;tweet&quot;...
1,"@theLindaLam no. emails are only used of schoolwork, and personal info stuff. now we use MYSPACE and FACEBOOK. "
0,"@_rolando : Haha, Gatorade sounds good right now. They serve it in the gym after PE. but I don't have PE today "
1,@freakgoddess Achcha U saw the movie? Hows it? I remember delving into religious reading after Vinci Code! Lots to learn 
1,Interesting article &amp; links at ChristianPF - How to Make Money with a Blog   http://bit.ly/7l9s1
1,about to sleep. No law readings tom. UP Econ tom and attending wedding anniv celebrations 
0,"#inaperfectworld Everything would be awesome, and people wouldn't be such mean freaks. "
1,found new wasabi pea pusher for my habit  big bags!!
1,new computer has arrived 
1,Got new haircut again 
0,@iamrockpit Oh I am sorry 
0,My back hurts   I need a massage...
1,"SOS - Jonas Brothers! Old song, but a great song! "
0,Reiko is left  she's back saturday... I miss youu my best !!
1,@davidgallant Let me see what I get! 
0,aah Frack!! I lost the rubber tips to my headfones  This commute is gonna suck....
0,time for work 
0,So @Assante is with @lovedwoman &amp; @indiashawn and I feel so left out.  But that good ole` @No_iDehea gonna get dat ass beat on dis train.
1,@StanmoreRob Well done! Not an easy thing to do and it does get easier and easier and easier... but maybe the tension of eurovision... 
1,@TroyMcDonald don't have a newsletter yet  maybe in the future... Shall keep you in mind then.
1,"@johncmayer polyester, protester, quester, semester, sequester...hope this helps "
1,@Livintherezlife Hey hey...Im showin ya some luv   
1,"@CrypticZinc we already have an IRC, on gamesurge. lol poke ur head in there from time to time "
1,@chriscornell thanks SO much for the concert in bochum!you shook my hand twice &amp; pointed at me  I knew you recognized me THANKS SO MUCH &lt;3
0,Omg really you feel lonely why? 
1,@NancyLeeGrahn Good answers Thanks for taking your time to answer questions I think it rocks you do that! Enjoy your Jack 
1,@veinsworld thanks for following me! 
1,Paddypower is giving odds of 50/1 on an election before the end of June. Its looking like a good bet 
1,"And another thing, we are having a sleep-over soon so be sure to give us ideas! Cuz we love to have fun! "
0,"@KingFOE   I failed at being a body guard, I'm sorry - but you did great! Thanks buddy!"
0,is not going to gran canaria  tomorow due to a repeat of an exam bad times  lol
1,@mikemoseng HAHAHA! Occasionally my computer types backwards for some reason.It's baffling. 
1,ughhh. twiril is nothing compared to tweetdeck.. but at least it doesn't shut itself down like tweetdeck. EH... fun weekend!!  goodnight!
0,not going out with them. there is another fatty i like and hopefully ill see him in when i'm in cali in 8 days. if hes not upset with me. 
0,i didnt read cuz i felt to yucky so i had a yogut and that just made made me feel more yucky..damn teeth  and now i dont know what to eat
1,@kelownagurl of course I am teasing 
0,@herbonestrcture meet soon ok? i have to talk to you about stuff.   are you officially discharged. oh oh don't text me. my phones dead.
0,@Sarcasticluther no  going to be at mate's wedding in Mississippi so can't be there. Which is great yeah but bummer hey?
1,Thanks for all the BB Twitter app suggestions.  
1,With sarah and emilyy. Bandits 
0,"@jodieharsh I really, really, really want to go but no one else I know is going  Obviously you are but not in Peasant quarters haha"
0,"@Lovely_London it was awesome!! lol and its 2 am i have to sleep. So much school work tomorrow, bleh. "
0,@mileycyrus OK you have over 600 thousand followers!!! I have 6..now who should feel 
1,"@SweetDanigirl Yea, I'm still tossing the idea around... There's a real DJ with my same name that people keep confusing me with. "
0,@Jennlaskey I was just in Palm Springs.  We must have just missed each other.  
1,Working late at the office jammin to lady gaga 
1,"@mcrfash1 same here, then all the mcr fans helped me! "
1,"Also, I got psittacosis right since I have a psittacine. "
1,@an_other haha i hate it when that happens! 
1,@AsiaBrands Thanks! i really like that #quote.. will always remember that! its also my msn nick 
1,"@ ItsMyEyes ... Get to updating, lady! Your status will not update itself  Tell Ci-Ci that I said &quot;Hi.&quot;"
1,only 4 exams left then we finish for summer 
0,@loonia it was an oldie  seen it before.. they look so young.
1,@kswick24 if u hada real phone the username would automatically come up afta u type it the first time...   
0,@dawniecahill awww  haha its this guy me and jenny kept seeing and hes hillarious idk what tatts it is but yeah he was like wee security
1,Accident vehicle to road shoulder. Traffic easing off. 
0,"@ladyshamble Nope, it hasn't opened in Dallas yet! I'm not hearing very good things, though. "
1,Uploading pictures and a video to my members   http://bit.ly/ZCYEE
1,"still love the idea of sporking out the eyeballs of men, but today is happy day. I get to see some of my best friends graduate!! "
0,this whole iphoto face recodnition doesnt work as advertized 
0,dropped her camera outside last nite and didnt know it was missin till this mornin..glad i have insurance on it...its soaked 
0,"@Angelbysea RIP Nike + chip, we barely got to know you "
1,cupcakes anyone? 
1,I could seriously scare the shit out of my pregnant buddy @emmalina right now but I won't. Not until the baby's born. 
1,"The nicest day outside. I can see it, through the cracks in the ceiling "
1,@IdleSi I'd be delighted to give them a home 
1,@pr_mari its ordered and i will be getting it in the mail tomorrow!!!  seee then i can twitter more  happy?
0,@eBlondie I know...heartless souls 
1,"@trendscaping Check and check!   And yes, I did (and am)!  "
1,@Itxi_Itx @th3maw  This is a great conversation.  What else might you do with your sheets during the act of love?  eh?  eh?  
0,http://twitpic.com/7tvhv - this is what caden made for his daddy. Too bad its not true  oh well
0,i dont want to start studying again today 
1,"@PennyAsh I was upset too at the time, but it's ending up being the best thing that ever happened to me. "
0,@Rogue_Leader I did hear that. Very much not good 
1,@ExocetAU Having a Corona and listening to Cafe Del Mar.. 
0,"for some reason my iphone is speaking the auto corrections on mail, but no where else... even though assistance functions are turned off "
1,is going sailing 
1,wAtChIn AwEsOmE DrIFtINg vIDs! 
1,Just away to apply to do my highers  just as another option 
1,@Silverlines - Good morning! Hope either the cold and the fever won't ruin your Monday 
0,@peterfacinelli ohh i heard tht David Carradine died when i was watching E!NEWS last night. thts SAD. 
1,"#mw2 please bring out fairly regular updates like new guns and maps, FREE please "
0,@DavidArchie Hey Love the episode but why only 5 mins  u were awesome loved ya!!!
0,@SherryHorror Omg I know. Thats why my bangs are pretty much gone. They melted off. 
1,@DanYELLDAMAGED ahhh clever creedon mother 
1,Money Honey 
1,@vamp_queen Hey me too  who you going to see?
1,its friday-i'm in love 
0,k night twitter world! back 2 work tom. up at 4am! 
0,"@Newps lol, you're the only thing left in your appartement or what?? I would like to take it, but my parents don't want to soâ¦ "
0,@Boogaloo1 it's awful - felt such a dick. EVERYONE was pointing and laughing. Never felt such a silly sausage... 
0,"nevermind. sonic isn't open.. they're just accepting job applications..  on the bright side, chapter convention was awesome! "
1,@BlackKat1979 oh hai there pretty ladeh 
0,"trying to get used to twitter, i have a cold "
1,bom dia twitters do dia! uahauha 
0, sad awkwardness
1,"@ahmedworld Thanks ahmed, you do never the less "
0,@cindayy me too! it's so catchy! can't wait for her new album. i wish she had a show here. 
0,i blew up this balloon that tasted and smelt like burnt rubber and now i have a fricken headache    
1,@BrianMcnugget Your Ballads are Much Better 
0,gloomy day 
1,going to bed; won't be back on till sunday night hope everyone has an amazing weekend :L love to you all Twitterworld  PEACE OUT xx
1,"@barracuda808 HAPPY 25TH B-DAY! That makes me older than you by 4 months. However, we do look like 16 year-olds still. That's what's up! "
0,@alkingyouworms yeah that is epicfail on my part. 
0,"is preparing for a mammoth 4 hour telecon, how i hate those "
1,"@zacseif For stating bands I love in your tweets, and making music that is grand, I'mma follow you. Good times. "
